"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
130,"NCT03983759","Study of Sintlimab Maintenance Therapy in Patients With Extensive Small Cell Lung Cancer",,"Not yet recruiting","No Results Available","Small Cell Lung Cancer|Extensive Disease|Adoptive Cellular Immunotherapy|Chemotherapy|Maintenance","Drug: sintilimab maintenance","median survival time|progression-free survival|objective response rate of sintilimab|adverse events rate of sintilimab","Henan Cancer Hospital","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 2","40","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","HenanCH immunotherapy002","June 20, 2019","May 31, 2021","May 31, 2021","June 12, 2019",,"June 13, 2019","Affiliated Cancer Hospital of Zhengzhou University & Henan Cancer Hospital, Zhengzhou, Henan, China",,"https://ClinicalTrials.gov/show/NCT03983759"
131,"NCT03789110","NIMBUS: Nivolumab Plus Ipilimumab in Metastatic Hypermutated HER2-negative Breast Cancer",,"Recruiting","No Results Available","Breast Cancer","Drug: Nivolumab|Drug: Ipilimumab","Overall Response Rate of nivolumab in combination with ipilimumab|Overall Response Rate of the combination according to immune-related response criteria|Clinical Benefit Rate|Progression Free Survival|Overall Survival","Dana-Farber Cancer Institute|Bristol-Myers Squibb","All","18 Years and older   (Adult, Older Adult)","Phase 2","30","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","18-561","March 8, 2019","April 19, 2022","October 19, 2022","December 28, 2018",,"April 28, 2020","Dana-Farber Cancer Institute, Boston, Massachusetts, United States|University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, United States|University of Texas Southwestern Medical Center, Dallas, Texas, United States",,"https://ClinicalTrials.gov/show/NCT03789110"
132,"NCT04282109","Study to Assess the Efficacy and Safety of Nivolumab in Combination With Paclitaxel in Subjects With Head and Neck Cancer Unable for Cisplatin-based Chemotherapy (NIVOTAX)","NIVOTAX","Not yet recruiting","No Results Available","Recurrent Head and Neck Squamous Cell Carcinoma|Head and Neck Cancer Stage IV","Drug: Nivolumab + Paclitaxel|Drug: Cetuximab + Paclitaxel","Two years overall survival (OS)|Progression Free Survival (PFS)|Overall response rate (ORR)|Disease control rate (DCR)|Duration of response (DoR)|Rate of progressive disease (PD) at 6 months|Five years overall survival (5y-OS)|Overall survival in patients ≥ 70 years.|Progression free survival in patients ≥ 70 years.|Overall response rate in patients ≥ 70 years.|Overall survival based on PDL1 expression (CPS).|Progression free survival based on PDL1 expression (CPS).|Overall response rate based on PDL1 expression (CPS).|Overall survival based on HPV (OPC).|Progression free survival based on HPV (OPC).|Overall response rate based on HPV (OPC).|Overall survival based on cisplatin refractory.|Progression free survival based on cisplatin refractory.|Overall response rate based on cisplatin refractory.|Overall survival based on cisplatin ineligibility.|Progression free survival based on cisplatin ineligibility.|Overall response rate based on cisplatin ineligibility.|Overall survival based on Karnofsky.|Progression free survival based on Karnofsky.|Overall response rate based on Karnofsky.|Percentage of patients with AEs|Percentage of patients with Grade 3 and Grade 4 AEs|Percentage of patients with SAEs|Percentage of patients who discontinued due to AEs|Percentage of patients with each AE by grade","Grupo Español de Tratamiento de Tumores de Cabeza y Cuello|Bristol-Myers Squibb|Apices Soluciones S.L.","All","18 Years and older   (Adult, Older Adult)","Phase 2","141","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","TTCC-2019-01/CA209-7HE|2019-002922-60","March 2020","August 2023","September 2026","February 24, 2020",,"February 24, 2020","Hospital Universitario Marqués de Valdecilla, Santander, Cantabria, Spain|Hospital Universitario Donostia- Donostia Unibertsitate Ospitalea, San Sebastián, San Sebastían, Spain|Centro Oncoloxico de Galicia, A Coruña, Spain|Hospital Universitari Germans Trias i Pujol de Badalona, Badalona, Spain|Hospital Clínic de Barcelona, Barcelona, Spain|Institut Català D´Oncologia- Hospital Duran i Reynals, Barcelona, Spain|Hospital Universitari de Girona Dr. Josep, Girona, Spain|Hospital Universitario Virgen de las Nieves, Granada, Spain|Hospital Universitario Lucus Augusti, Lugo, Spain|Hospital Clínico San Carlos, Madrid, Spain|Hospital 12 de Octubre, Madrid, Spain|Hospital Universitario Regional de Málaga, Málaga, Spain|Complejo Hospitalario de Navarra, Pamplona, Spain|Complejo Asistencial Universitario de Salamanca, Salamanca, Spain|Hospital Universitario Virgen del Rocío, Sevilla, Spain|Hospital Virgen de la Salud, Toledo, Spain|Hospital Clínico Universitario de Valencia, Valencia, Spain|Hospital Universitario y Politécnico la Fe, Valencia, Spain|Hospital Clínico Universitario Lozano, Zaragoza, Spain|Hospital Universitario Miguel Servet, Zaragoza, Spain",,"https://ClinicalTrials.gov/show/NCT04282109"
133,"NCT02992912","Atezolizumab With Stereotactic Ablative Radiotherapy in Patients With Metastatic Tumours","SABR-PDL1","Recruiting","No Results Available","Patients With Metastatic Tumours (Colorectal Cancer, Non-small Lung Cancer, Renal Cell Carcinoma or Sarcoma )","Drug: Anti-PD-L1 antibody atezolizumab|Procedure: SABR","Progression Free Survival","Gustave Roussy, Cancer Campus, Grand Paris","All","18 Years and older   (Adult, Older Adult)","Phase 2","187","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2015-005464-42|2335/2015","October 17, 2016","October 2020","October 2020","December 14, 2016",,"February 19, 2020","Gustave Roussy, Villejuif, Val De Marne, France",,"https://ClinicalTrials.gov/show/NCT02992912"
134,"NCT01037790","PHASE II TRIAL OF THE CYCLIN-DEPEDENT KINASE INHIBITOR PD 0332991 IN PATIENTS WITH CANCER",,"Completed","No Results Available","Adult Solid Tumor|Adenocarcinoma of the Colon|Adenocarcinoma of the Rectum|Adult Central Nervous System Germ Cell Tumor|Adult Teratoma|Benign Teratoma|Estrogen Receptor-negative Breast Cancer|Estrogen Receptor-positive Breast Cancer|Familial Testicular Germ Cell Tumor|HER2-negative Breast Cancer|HER2-positive Breast Cancer|Male Breast Cancer|Ovarian Immature Teratoma|Ovarian Mature Teratoma|Ovarian Monodermal and Highly Specialized Teratoma|Progesterone Receptor-negative Breast Cancer|Progesterone Receptor-positive Breast Cancer|Recurrent Breast Cancer|Recurrent Colon Cancer|Recurrent Extragonadal Germ Cell Tumor|Recurrent Extragonadal Non-seminomatous Germ Cell Tumor|Recurrent Extragonadal Seminoma|Recurrent Malignant Testicular Germ Cell Tumor|Recurrent Melanoma|Recurrent Ovarian Germ Cell Tumor|Recurrent Rectal Cancer|Stage III Extragonadal Non-seminomatous Germ Cell Tumor|Stage III Extragonadal Seminoma|Stage III Malignant Testicular Germ Cell Tumor|Stage III Ovarian Germ Cell Tumor|Stage IV Breast Cancer|Stage IV Colon Cancer|Stage IV Extragonadal Non-seminomatous Germ Cell Tumor|Stage IV Extragonadal Seminoma|Stage IV Melanoma|Stage IV Ovarian Germ Cell Tumor|Stage IV Rectal Cancer|Testicular Immature Teratoma|Testicular Mature Teratoma","Drug: PD-0332991|Other: pharmacological study","Response rates|Safety and tolerability|Pharmacodynamic effects on tumor and non-tumor tissue|Relationship between selected biomarkers, pharmacokinetics, and/or efficacy and safety outcomes|Population pharmacokinetic for PD 0332991 and correlation with efficacy outcomes","Abramson Cancer Center of the University of Pennsylvania","All","18 Years and older   (Adult, Older Adult)","Phase 2","304","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","UPCC 03909|NCI-2009-01467","October 2009","October 2019","October 2019","December 23, 2009",,"April 7, 2020","Abramson Cancer Center of The University of Pennsylvania, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT01037790"
135,"NCT03838848","KN046 in Patients With Advanced Non-small Cell Lung Cancer",,"Recruiting","No Results Available","Stage IV Non-small Cell Lung Cancer","Drug: KN046","ORR|DOR","Jiangsu Alphamab Biopharmaceuticals Co., Ltd","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 2","149","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","KN046-201","May 5, 2019","March 2021","March 2022","February 12, 2019",,"May 7, 2019","Shanghai Pulmonary Hospital, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT03838848"
136,"NCT02403193","Trial of PBF-509 and PDR001 in Patients With Advanced Non-small Cell Lung Cancer (NSCLC)","AdenONCO","Recruiting","No Results Available","Non-small Cell Lung Cancer (NSCLC)","Drug: PBF-509_80 mg|Drug: PBF-509_160 mg|Drug: PBF-509_320 mg|Drug: PBF-509_640 mg|Drug: Combo PBF-509 (160 mg) + PDR001|Drug: Combo PBF-509 (320 mg) + PDR001|Drug: Combo PBF-509 (640 mg) + PDR001|Drug: RP2D (PBF-509+PDR001)_immuno naïve|Drug: Experimental: RP2D (PBF-509+PDR001)_immuno treated","Maximum Tolerated Dose (MTD) of PBF-509 as single agent|Maximum Tolerated Dose (MTD) of the combination (PBF-509+PDR001) treatment|Time to PBF-509 peak concentration in plasma ""Tmax""|Time to PBF-509 peak concentration in plasma at steady state ""Tmax,ss""|PBF-509 peak concentration in plasma ""Cmax""|PBF-509 peak concentration in plasma at steady state""Cmax,ss""|The area under PBF-509 plasma concentration-time curve to infinite time ""AUC(0-inf)""|The area under PBF-509 plasma concentration-time curve up to time 't' ""AUC(0-t)""|The area under PBF-509 plasma concentration-time curve over the dosing interval ""AUC(0-τ)""|PBF-509 half-life in plasma "" t½""|PBF-509 apparent volume of distribution following extravascular administration""Vd/F""|PBF-509 total body clearance following extravascular administration ""Cl/F""|The PBF 509 accumulation index ""Rac""|Efficacy as measured by Objective response rate (ORR)|Efficacy as measured by Disease control rate (DCR)|Efficacy as measured by duration of response (DoR)|Efficacy as measured by progression-free survival (PFS)|Efficacy as measured by overall survival (OS)","Palobiofarma SL|Novartis|H. Lee Moffitt Cancer Center and Research Institute","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","92","Industry|Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MC18321","October 2015","October 2020","December 2020","March 31, 2015",,"November 6, 2018","H.Lee Moffitt Cancer center, Tampa, Florida, United States",,"https://ClinicalTrials.gov/show/NCT02403193"
137,"NCT03322384","UCDCC#271: Phase I/II Trial of Epacadostat, Intralesional SD101, Radiotherapy in Patients With Lymphoma",,"Recruiting","No Results Available","Advanced Solid Tumors|Lymphoma","Drug: epacadostat|Drug: SD-101|Radiation: Radiotherapy","Maximum tolerated dose (MTD)|Incidence of Treatment-Emergent Adverse Events [Safety and Tolerability]|Abscopal Response Rate","University of California, Davis","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","56","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","1057229|UCDCC#271","January 17, 2018","October 1, 2020","October 1, 2021","October 26, 2017",,"March 25, 2019","University of California Davis Comprehensive Cancer Center, Sacramento, California, United States",,"https://ClinicalTrials.gov/show/NCT03322384"
138,"NCT02926768","Phase I/II Study of CK-101 in NSCLC Patients and Other Advanced Solid Tumors",,"Active, not recruiting","No Results Available","Lung Neoplasms|Carcinoma, Non-Small-Cell Lung|Lung Diseases|Adenocarcinoma","Drug: CK-101","Phase I: Incidence of dose-limiting toxicities (DLTs)|Phase II: Objective response rate (ORR): Defined as the rate of complete responses [CR] or partial responses [PR] per RECIST Version 1.1 as assessed by an independent central review|Phase II: Evaluation of tumor response based on disease control rate as assessed by RECIST 1.1|Phase II: Evaluation of tumor response based on duration of response as assessed by RECIST 1.1|Phase II: Evaluation of tumor response based on tumor shrinkage as assessed by RECIST 1.1|Phase II: Evaluation of tumor response based on progression free survival as assessed by RECIST 1.1|Phase I: Change from baseline in QT/QTc interval|Phase I: Plasma concentrations of CK-101 following dosing with CK-101 as assessed by area under the curve|Phase I: Plasma concentrations of CK-101 following dosing with CK-101 as assessed by maximum concentration|Phase I: Plasma concentrations of CK-101 following dosing with CK-101 as assessed by elimination half-life","Checkpoint Therapeutics, Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","136","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CK-101-101","September 2016","June 2020","December 2020","October 6, 2016",,"January 22, 2020","Research Site, Sarasota, Florida, United States|Research Site, Saint Louis, Missouri, United States|Research Site, Hackensack, New Jersey, United States|Research Site, Nashville, Tennessee, United States|Research Site, Greenslopes, Queensland, Australia|Research Site, Grafton, Auckland, New Zealand|Research Site, Christchurch, New Zealand|Research Site, Wellington, New Zealand|Research Site, Bydgoszcz, Kujawsko-Pomorskie, Poland|Research Site, Bydgoszcz, Kujawsko-Pomorskie, Poland|Research Site, Lublin, Lubelskie, Poland|Research Site, Białystok, Podlaskie, Poland|Research Site, Poznań, Wielkopolskie, Poland|Research Site, Szczecin, Zachodniopomorskie, Poland|Research Site, Pathumwan, Bangkok, Thailand|Research Site, Ratchathewi District, Bangkok, Thailand|Research Site, Bangkok Noi District, Bangkok, Thailand|Research Site, Muang District, Chiang Mai, Thailand|Research Site, Khon Kaen, Thailand|Research Site, Muang, Phitsanulok, Thailand",,"https://ClinicalTrials.gov/show/NCT02926768"
139,"NCT04047186","Neoadjuvant Immunotherapy in Early Stage Non-small-cell Lung Cancer Presenting as Synchronous Ground-glass Nodules",,"Not yet recruiting","No Results Available","Multiple Pulmonary Nodules","Drug: Nivolumab Injection","pathological response rate|treatment-related adverse events","Tongji Hospital","All","18 Years and older   (Adult, Older Adult)","Phase 2","50","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2019CR107","October 1, 2019","April 30, 2024","December 31, 2024","August 6, 2019",,"August 6, 2019","Tongji Hospital Affiliated to Huazhong Technology Hospital, Wuhan, Hubei, China",,"https://ClinicalTrials.gov/show/NCT04047186"
140,"NCT03925246","Efficacy of Nivolumab for Recurrent IDH Mutated High-Grade Gliomas","REVOLUMAB","Recruiting","No Results Available","High Grade Glioma|Brain Cancer","Drug: Nivolumab","24 weeks progression-free survival (PFS24w) rate, documented by RANO criteria|Progression-Free survival at 24 weeks (PFS24w) rate estimated by iRANO criteria|Median progression-free survival (median-PFS) assessed by RANO criteria|Median progression-free survival (median-PFS) assessed by iRANO criteria|Overall survival (OS)|Overall response rate (ORR) assessed by RANO criteria|Overall response rate (ORR) assessed by iRANO criteria|Duration of response assessed by RANO criteria|Duration of response assessed by iRANO criteria|Longitudinal changes in quality of life (EORTC QLQ-C30 and BN20)|Safety: Type, frequency and severity of adverse events and serious adverse events","Assistance Publique - Hôpitaux de Paris|Bristol-Myers Squibb","All","18 Years to 85 Years   (Adult, Older Adult)","Phase 2","39","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","P160923J|2017-004140-38","July 30, 2019","December 2021","December 2022","April 24, 2019",,"August 8, 2019","Groupe Hospitalier Pitié-Salpêtrière, Paris, France",,"https://ClinicalTrials.gov/show/NCT03925246"
